AccMag_2_1_mean,AccMag_2_1_std,AccMag_2_1_sum,AccMag_mean,AccMag_std,AccMag_sum,AccZ_scaled_2_1_mean,AccZ_scaled_2_1_std,AccZ_scaled_2_1_sum,AccZ_scaled_mean,AccZ_scaled_std,AccZ_scaled_sum,GyroMag_2_1_mean,GyroMag_2_1_std,GyroMag_2_1_sum,GyroMag_mean,GyroMag_std,GyroMag_sum,corr_XY_Acc,corr_XY_Gyro,corr_YZ_Acc,corr_YZ_Gyro,corr_ZX_Acc,corr_ZX_Gyro,activity
9.003279746183066,2.4633964432111304,10398.788106841443,9.28889322064449,2.0900301018106724,10728.671669844385,0.8350853539584564,0.09825449768119289,993.1383209771745,0.8598600181620559,0.01795545411547967,993.1383209771745,0.04593677026385621,0.047172454484118366,4.869297647968758,0.046624718013797396,0.05991088338842617,4.942220109462524,-0.07575767057962361,-0.8268103112096127,-0.9444456208868807,-0.42224952078098826,0.2989749477736974,0.23389041429670435,0
7.0969609958779,2.291462814793109,7295.6759037624815,7.3900190470455005,2.451641715540567,7596.939580362775,0.8340719148386471,0.31581482474118083,890.0873529973442,0.8658437285966383,0.31661219329981544,890.0873529973442,0.7855187655691324,0.1862643884416181,73.83876396349844,0.8155257628539876,0.383043944881549,76.65942170827483,-0.7975043999700984,0.9784071908814653,-0.6906832334383533,0.971270647068131,0.2712182233737799,0.9674501031899141,1
8.844624290747339,2.6681570094641436,8499.683943408192,9.18839510856839,2.2732508045190296,8830.047699334222,0.8714322342556793,0.11404816820306778,867.1580258166156,0.90234966266037,0.017463312726883277,867.1580258166156,0.024904581100073188,0.03326595612310102,2.1916031368064406,0.025285280605466923,0.04389806871329242,2.2251046932810894,-0.6492143789241785,-0.9407792628469899,-0.9198364919778746,-0.6514826005940485,0.7961435460085886,0.6751992288923193,0
7.099377034984177,2.0399613015363616,9619.65588240356,7.308807801873052,2.1051921372788702,9903.434571537986,0.9519114225756999,0.1065194543684616,1320.9589286588066,0.9748774381245805,0.030628679048198697,1320.9589286588066,0.7323191093389471,0.17073218245166663,92.27220777670733,0.7519583212683166,0.41368411306386477,94.74674847980789,-0.3622770031844881,-0.9472989697516441,-0.6016442941381752,0.763717031796616,-0.11290236433785301,-0.75241799280876,1
7.292114453467713,2.260035563637833,7693.1807484084375,7.588122185609471,2.4702345745561476,8005.468905817992,0.8952285828351269,0.19697410723018785,976.8644103302482,0.9259378296969177,0.1576062245998706,976.8644103302482,0.7739276224078055,0.22028979828947765,75.84490699596495,0.8069843725724503,0.40865618185346947,79.08446851210013,-0.8826830671681152,0.9847319726419772,-0.6966684971837585,0.9755157788624413,0.3955068077329671,0.9761085059997253,1
8.833384240412835,2.6711431074894447,8471.21548655591,9.177776690333596,2.276867801221216,8801.487846029919,0.8483220074181748,0.11073780509911262,842.544879431784,0.8785660890842377,0.023295024924777852,842.544879431784,0.04719301263466645,0.04420725832299438,4.105792099215981,0.04981419436951248,0.06251960660103888,4.333834910147586,0.5714447743700826,-0.9147913715694446,-0.9080574722473761,-0.3036725774128541,-0.2028928402095285,0.03368069796861314,0
8.791775669376161,2.7250304559755096,8026.891186140435,9.1535549464434,2.324602952064317,8357.195666102823,0.8430404237421091,0.12139349223123919,798.4473655276706,0.8745316161310741,0.02093040361103029,798.4473655276706,0.03890277835897418,0.03441144667528591,3.190027825435883,0.03959624164786592,0.04216004429715744,3.246891815125005,0.16937910782296373,-0.4226044387108872,-0.9384703427496933,-0.8181089894913144,0.10847162015645075,0.002749339833744807,0
7.0820369206097675,2.208660135887811,7252.005806704402,7.375107329357025,2.3447104761317896,7552.109905261594,0.8494723760641091,0.23966522135673593,901.4540940813345,0.8803262637513032,0.23066609771346713,901.4540940813345,0.7455893864798493,0.23707774393489597,68.59422355614613,0.7649760882120751,0.4282685849452448,70.37780011551091,-0.53240322668321,0.9764312092468165,-0.7151713320686821,0.9846911109750139,0.060301757810638755,0.9754297915165624,1
8.814483502161501,2.6871596297602647,8303.243459036134,9.161579596060125,2.2904914457173793,8630.207979488638,0.8511037345588874,0.11424214544331984,830.5002336499713,0.8816350675689716,0.018036776393544438,830.5002336499713,0.06402798695434311,0.06686593682071193,5.506406878073508,0.07099986141738072,0.084692765485778,6.1059880818947425,0.048817100026722376,-0.14082081802936808,-0.931054309821124,-0.7567740825853649,0.2680930916360179,-0.4463088837603542,0
7.299659620748014,2.336445912105318,7620.844644060927,7.601213531704543,2.486142129152588,7935.666927099543,0.8722290117173528,0.27778266181172495,943.557924614737,0.9037911155313573,0.2649013183834153,943.557924614737,0.7640369712637741,0.21345701981304369,71.81947529879477,0.7875214179995733,0.37235234089941444,74.02701329195989,-0.8546753737490809,0.957609062533217,-0.7026712983122959,0.9563728778302175,0.45817175318553316,0.9616779882685323,1
