corr_XY_Acc,corr_YZ_Acc,corr_ZX_Acc,AccMag_mean,AccMag_std,AccMag_sum,AccMag_2_1_mean,AccMag_2_1_std,AccMag_2_1_sum,AccZ_mean,AccZ_std,AccZ_sum,AccZ_2_1_mean,AccZ_2_1_std,AccZ_2_1_sum,corr_XY_Gyro,corr_YZ_Gyro,corr_ZX_Gyro,GyroMag_mean,GyroMag_std,GyroMag_sum,GyroMag_2_1_mean,GyroMag_2_1_std,GyroMag_2_1_sum,activity
0.9999620725205219,-0.9999729447090455,-0.999998330428308,4.365419794377526,2.051648249847867,248.82892827951895,4.365419794377526,2.051648249847867,248.82892827951895,0.9731894655374136,9.661122681247086e-05,55.47179953563258,0.9731894655374136,9.661122681247086e-05,55.47179953563258,-0.9592360798043493,-0.9090169494344219,0.8447215320713093,0.012703799307464937,0.008935382421302084,0.11433419376718443,0.012703799307464937,0.008935382421302084,0.11433419376718443,3
0.9999662049496646,-0.9999456214452578,-0.9999935086389936,6.120257295457594,2.480233202234354,348.85466584108286,6.120257295457594,2.480233202234354,348.85466584108286,0.9730789093691081,0.0001467076988373685,55.46549783403916,0.9730789093691081,0.0001467076988373685,55.46549783403916,-0.9848201682588072,-0.8751890148100403,0.9054296528504181,0.004461957725035062,0.00037070126356160096,0.04015761952531556,0.004461957725035062,0.00037070126356160096,0.04015761952531556,3
-0.9994110602617721,0.9994015422808896,-0.9999949833576117,7.4396584464142315,2.5137434427178493,96.715559803385,7.4396584464142315,2.5137434427178493,96.715559803385,0.8862054358590951,0.000313715820051464,11.520670666168236,0.8862054358590951,0.000313715820051464,11.520670666168236,0.9802437966047902,-0.0917528299838542,-0.23148421217594933,0.0033160450117342977,0.0028442530844020987,0.02984440510560868,0.0033160450117342977,0.0028442530844020987,0.02984440510560868,3
0.9999926698242141,-0.9999980057675064,-0.9999956466501667,4.873970135401332,2.210360094845269,253.44644704086926,4.873970135401332,2.210360094845269,253.44644704086926,0.9603042765507767,0.00015983713476470387,49.93582238064039,0.9603042765507767,0.00015983713476470387,49.93582238064039,-0.0882520943623769,0.15681664878010698,-0.3315902421547146,0.003111349379311491,0.0011934991817133878,0.028002144413803418,0.003111349379311491,0.0011934991817133878,0.028002144413803418,3
0.9288049327015206,0.2411057722351428,0.3457230710272205,7.663267901087441,2.8720934319140987,114.94901851631163,7.663267901087441,2.8720934319140987,114.94901851631163,-0.11262967947855437,0.06009791464401345,-1.6894451921783156,-0.11262967947855437,0.06009791464401345,-1.6894451921783156,-0.689404727327199,0.9111678807630633,-0.8688189593899313,1.6154976893314354,0.8903832982126119,16.154976893314355,1.6154976893314354,0.8903832982126119,16.154976893314355,2
0.9999891643011707,-0.9999952266191142,-0.9999978654143099,4.875274453830481,2.208652250619991,253.514271599185,4.875274453830481,2.208652250619991,253.514271599185,0.9619470686971987,5.995089937704131e-05,50.02124757225433,0.9619470686971987,5.995089937704131e-05,50.02124757225433,-0.697438240579297,-0.1543623041383094,-0.15886526175075708,0.0031227199008584555,0.0015833994765376538,0.0281044791077261,0.0031227199008584555,0.0015833994765376538,0.0281044791077261,3
0.9974992354639237,-0.9937666676556356,-0.9985755364376203,1.4435558002924822,0.8025467860092438,21.653337004387232,1.4435558002924822,0.8025467860092438,21.653337004387232,0.0672568846372238,0.002532929684625218,1.008853269558357,0.0672568846372238,0.002532929684625218,1.008853269558357,-0.9215119262557364,0.9899466205796615,-0.9023875704444462,1.1127154370028065,0.5709655853957487,11.127154370028066,1.1127154370028065,0.5709655853957487,11.127154370028066,2
-0.9999968273235823,0.9999973159224148,-0.9999997087959128,4.780899558158059,2.1760303487378696,62.15169425605477,4.780899558158059,2.1760303487378696,62.15169425605477,0.8806334407226066,0.0001332000141793527,11.448234729393887,0.8806334407226066,0.0001332000141793527,11.448234729393887,0.3368578948742222,0.2839959322726534,-0.313333064843338,0.001235143855593797,0.0005544992991829762,0.011116294700344172,0.001235143855593797,0.0005544992991829762,0.011116294700344172,3
-0.999952326653871,0.9999414317372283,-0.9999871415476905,7.134186810264089,2.5313481302860277,92.74442853343317,7.134186810264089,2.5313481302860277,92.74442853343317,0.8810185684710775,0.0004956031205680698,11.453241390124008,0.8810185684710775,0.0004956031205680698,11.453241390124008,0.7716652095696291,-0.2326666295665704,-0.4824560001196816,0.002858556030811633,0.000557686415990161,0.025727004277304698,0.002858556030811633,0.000557686415990161,0.025727004277304698,3
0.6989576570917693,0.6618337432051299,0.8844756471784203,8.275521639717018,2.953038190279283,124.13282459575527,8.275521639717018,2.953038190279283,124.13282459575527,-0.08915344483718322,0.04063542028049073,-1.3373016725577485,-0.08915344483718322,0.04063542028049073,-1.3373016725577485,-0.7496879623182929,0.9474227685679484,-0.8238349029089213,2.898387930848472,1.4634958040047457,28.98387930848472,2.898387930848472,1.4634958040047457,28.98387930848472,2
0.9999916968597277,-0.9999940127195178,-0.999999344714628,3.7771854863006737,1.8422771237489242,196.41364528763503,3.7771854863006737,1.8422771237489242,196.41364528763503,0.9612400851780399,0.0001233585767000774,49.984484429258075,0.9612400851780399,0.0001233585767000774,49.984484429258075,-0.3354025075167648,-0.8957479637692647,-0.09474668598104921,0.001912380413672081,0.0011690336765056144,0.01721142372304873,0.001912380413672081,0.0011690336765056144,0.01721142372304873,3
