85099631335408,1.5258789E-5,-9.0026855E-4,3.0517578E-5
85099631335408,1.5258789E-5,-9.0026855E-4,3.0517578E-5
85099832965047,-2.593994E-4,-1.0681152E-4,-2.2888184E-4
85099832965047,-2.593994E-4,-1.0681152E-4,-2.2888184E-4
85100033068806,-0.0010528564,4.272461E-4,-2.2888184E-4
85100033068806,-0.0010528564,4.272461E-4,-2.2888184E-4
85100232989461,5.493164E-4,-3.6621094E-4,-2.2888184E-4
85100232989461,5.493164E-4,-3.6621094E-4,-2.2888184E-4
85100433520467,1.5258789E-5,7.019043E-4,5.645752E-4
85100433520467,1.5258789E-5,7.019043E-4,5.645752E-4
85100634234578,-2.593994E-4,-6.4086914E-4,-2.2888184E-4
85100634234578,-2.593994E-4,-6.4086914E-4,-2.2888184E-4
85100834826619,1.5258789E-5,7.019043E-4,3.0517578E-5
85100834826619,1.5258789E-5,7.019043E-4,3.0517578E-5
85101035266072,8.087158E-4,1.6784668E-4,3.0517578E-4
85101035266072,8.087158E-4,1.6784668E-4,3.0517578E-4
85101235552937,5.493164E-4,1.6784668E-4,-5.0354004E-4
85101235552937,5.493164E-4,1.6784668E-4,-5.0354004E-4
85101436389119,-2.593994E-4,7.019043E-4,-2.2888184E-4
85101436389119,-2.593994E-4,7.019043E-4,-2.2888184E-4
85101636767537,2.746582E-4,1.6784668E-4,3.0517578E-4
85101636767537,2.746582E-4,1.6784668E-4,3.0517578E-4
85101837023885,-2.593994E-4,7.019043E-4,-7.6293945E-4
85101837023885,-2.593994E-4,7.019043E-4,-7.6293945E-4
85102037524373,1.5258789E-5,1.6784668E-4,3.0517578E-5
85102037524373,1.5258789E-5,1.6784668E-4,3.0517578E-5
85102238391072,-5.187988E-4,4.272461E-4,3.0517578E-5
85102238391072,-5.187988E-4,4.272461E-4,3.0517578E-5
85102438830525,2.746582E-4,-1.0681152E-4,3.0517578E-4
85102438830525,2.746582E-4,-1.0681152E-4,3.0517578E-4
85102639117390,-7.9345703E-4,1.6784668E-4,3.0517578E-5
85102639117390,-7.9345703E-4,1.6784668E-4,3.0517578E-5
85102839617879,0.001083374,-1.0681152E-4,3.0517578E-5
85102839617879,0.001083374,-1.0681152E-4,3.0517578E-5
85103040820271,5.493164E-4,1.6784668E-4,3.0517578E-5
85103040820271,5.493164E-4,1.6784668E-4,3.0517578E-5
85103240832478,2.746582E-4,7.019043E-4,-2.2888184E-4
85103240832478,2.746582E-4,7.019043E-4,-2.2888184E-4
85103441119344,2.746582E-4,4.272461E-4,-2.2888184E-4
85103441119344,2.746582E-4,4.272461E-4,-2.2888184E-4
85103641619832,1.5258789E-5,4.272461E-4,3.0517578E-5
85103641619832,1.5258789E-5,4.272461E-4,3.0517578E-5
85103842364461,2.746582E-4,1.6784668E-4,3.0517578E-5
85103842364461,2.746582E-4,1.6784668E-4,3.0517578E-5
85104042834431,1.5258789E-5,-1.0681152E-4,5.645752E-4
85104042834431,1.5258789E-5,-1.0681152E-4,5.645752E-4
85104243304402,0.001083374,-3.6621094E-4,-5.0354004E-4
85104243304402,0.001083374,-3.6621094E-4,-5.0354004E-4
85104443530232,-2.593994E-4,7.019043E-4,-2.2888184E-4
85104443530232,-2.593994E-4,7.019043E-4,-2.2888184E-4
85104644366414,2.746582E-4,7.019043E-4,5.645752E-4
85104644366414,2.746582E-4,7.019043E-4,5.645752E-4
85104844866902,8.087158E-4,-1.0681152E-4,5.645752E-4
85104844866902,8.087158E-4,-1.0681152E-4,5.645752E-4
85105045031697,2.746582E-4,7.019043E-4,5.645752E-4
85105045031697,2.746582E-4,7.019043E-4,5.645752E-4
85105245867879,-2.593994E-4,-1.0681152E-4,5.645752E-4
85105245867879,-2.593994E-4,-1.0681152E-4,5.645752E-4
85105446246297,1.5258789E-5,1.6784668E-4,-2.2888184E-4
85105446246297,1.5258789E-5,1.6784668E-4,-2.2888184E-4
85105646472127,1.5258789E-5,9.613037E-4,-5.0354004E-4
85105646472127,1.5258789E-5,9.613037E-4,-5.0354004E-4
85105847033650,-2.593994E-4,1.6784668E-4,5.645752E-4
85105847033650,-2.593994E-4,1.6784668E-4,5.645752E-4
85106047808797,1.5258789E-5,1.6784668E-4,3.0517578E-4
85106047808797,1.5258789E-5,1.6784668E-4,3.0517578E-4
85106248278767,-2.593994E-4,4.272461E-4,-2.2888184E-4
85106248278767,-2.593994E-4,4.272461E-4,-2.2888184E-4
85106448443562,-0.0015869141,1.6784668E-4,3.0517578E-5
85106448443562,-0.0015869141,1.6784668E-4,3.0517578E-5
85106649676473,8.087158E-4,-1.0681152E-4,3.0517578E-4
85106649676473,8.087158E-4,-1.0681152E-4,3.0517578E-4
85106849719197,5.493164E-4,-3.6621094E-4,3.0517578E-4
85106849719197,5.493164E-4,-3.6621094E-4,3.0517578E-4
85107050189168,2.746582E-4,1.6784668E-4,-5.0354004E-4
85107050189168,2.746582E-4,1.6784668E-4,-5.0354004E-4
85107251055867,5.493164E-4,4.272461E-4,-2.2888184E-4
85107251055867,5.493164E-4,4.272461E-4,-2.2888184E-4
